,Action,Drama,Supernatural,Suspense,Adventure,Fantasy,Comedy,Romance,Horror,Sci-Fi,Ecchi,Mystery,Sports,Award Winning,Avant Garde,Slice of Life,Gourmet,Boys Love,Girls Love,Hentai,Erotica,Score
1580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.181
1581,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.521
1582,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441
1583,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.551
1584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.921
1585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.141
1586,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.471
1587,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.841
1588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.591
1589,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.621
1590,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621
1591,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.921
1592,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.131
1593,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.901
1594,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.621
1595,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.861
1596,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.311
1597,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.191
1598,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.341
1599,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.741
1600,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.701
1601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.951
1602,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601
1603,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.871
1604,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.361
1605,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.141
1606,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6.161
1607,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.641
1608,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.571
1609,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.651
1610,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.971
1611,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.501
1612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.381
1613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.851
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.771
1615,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.581
1616,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.381
1617,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801
1618,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.731
1619,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.841
1620,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.051
1621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.821
1622,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7.401
1623,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.491
1624,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.091
1625,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.681
1626,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.121
1627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.591
1628,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.131
1629,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301
1630,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.101
1631,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.881
1632,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.731
1633,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.411
1634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.221
1635,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.381
1636,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.651
1637,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.621
1638,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.391
1639,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.151
1640,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.621
1641,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.601
1642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.521
1643,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.101
1644,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
1645,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.661
1646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.211
1647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.901
1648,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.021
1649,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.191
1650,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.421
1651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.511
1652,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.021
1653,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.241
1654,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.411
1655,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.551
1656,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.681
1657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.341
1658,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.191
1659,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.631
1660,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.971
1661,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.041
1662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.451
1663,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611
1664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.561
1665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.091
1666,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.111
1667,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441
1668,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.231
1669,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291
1670,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.401
1671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.341
1672,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.541
1673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.581
1674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.711
1675,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.521
1676,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.021
1677,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.311
1678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.481
1679,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.191
1680,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.201
1681,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.711
1682,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.781
1683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.211
1684,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.191
1685,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.261
1686,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.581
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.571
1688,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.201
1689,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.711
1690,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.331
1691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.471
1692,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.821
1693,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.011
1694,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
1695,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.161
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.391
1697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291
1698,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.261
1699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.291
1700,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.731
1701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561
1702,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.681
1703,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.321
1704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.871
1705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.711
1706,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.581
1707,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.951
1708,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.201
1709,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.661
1710,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.151
1711,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.751
1712,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121
1713,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.971
1714,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6.591
1715,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.361
1716,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.531
1717,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.291
1718,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.641
1719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.321
1720,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.111
1721,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631
1722,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.991
1723,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281
1724,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671
1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.961
1726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.391
1727,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.601
1728,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.501
1729,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.751
1730,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.181
1731,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7.211
1732,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.261
1733,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.931
1734,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.601
1735,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.381
1736,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.221
1737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.051
1738,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.971
1739,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841
1740,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061
1741,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.881
1742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.401
1743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.751
1744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.331
1745,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.051
1746,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.761
1747,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.491
1748,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.941
1749,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.961
1750,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.541
1751,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.401
1752,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.661
1753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.751
1754,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.151
1755,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.151
1756,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.091
1757,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.351
1758,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.461
1759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.661
1760,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.441
1761,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.411
1762,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291
1763,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.131
1764,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481
1765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.881
1766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.211
1767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.541
1768,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.851
1769,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.621
1770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.361
1771,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.191
1772,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.971
1773,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.541
1774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.281
1775,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.911
1776,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.751
1777,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.021
1778,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.111
1779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.771
1780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301
1781,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.011
1782,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.111
1783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.621
1784,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.051
1785,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.451
1786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.651
1787,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.371
1788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.411
1789,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.051
1790,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.671
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.831
1792,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.411
1793,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.621
1794,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.361
1795,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.401
1796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.241
1797,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.911
1798,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.351
1799,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.831
1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.581
1801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.821
1802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.731
1803,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.181
1804,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.261
1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.231
1806,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.161
1807,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.341
1808,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.491
1809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.291
1810,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.581
1811,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.091
1812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.231
1813,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.481
1814,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.131
1815,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.781
1816,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.231
1817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.191
1818,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.161
1819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.461
1820,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.051
1821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.601
1822,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.561
1823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.941
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.431
1825,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.651
1826,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.951
1827,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281
1828,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.531
1829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.231
1830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.201
1831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.931
1832,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.071
1833,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.901
1834,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.551
1835,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.161
1836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.241
1837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.101
1838,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.221
1839,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.801
1840,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.141
1841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.201
1842,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.111
1843,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.231
1844,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.141
1845,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.221
1846,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.671
1847,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.431
1848,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.641
1849,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.891
1850,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6.751
1851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.631
1852,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.321
1853,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.721
1854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.111
1855,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.631
1856,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.751
1857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.291
1858,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.951
1859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.191
1860,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.441
1861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.011
1862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.421
