,Action,Drama,Supernatural,Suspense,Adventure,Fantasy,Comedy,Romance,Horror,Sci-Fi,Ecchi,Mystery,Sports,Award Winning,Avant Garde,Slice of Life,Gourmet,Boys Love,Girls Love,Hentai,Erotica,Score
7105,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.371
7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.051
7107,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.051
7108,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.831
7109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.221
7110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.801
7111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.061
7112,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.301
7113,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.111
7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.271
7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.081
7116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.341
7117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.361
7118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281
7119,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.221
7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.141
7121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.101
7122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.531
7123,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.951
7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.471
7125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.421
7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.611
7127,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.151
7128,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.211
7129,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.291
7130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.161
7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.061
7132,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.581
7133,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.881
7134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451
7135,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.021
7136,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.291
7137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.581
7138,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.681
7139,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.571
7140,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.031
7141,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.741
7142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191
7143,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.371
7144,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.521
7145,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.181
7146,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.871
7147,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.241
7148,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.461
7149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.201
7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.051
7151,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.551
7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.741
7153,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.511
7154,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.161
7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.911
7156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.431
7157,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.411
7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.201
7159,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.181
7160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.261
7161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.391
7162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.381
7163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.861
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.641
7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.771
7166,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.291
7167,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.961
7168,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591
7169,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.691
7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.161
7171,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.321
7172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.341
7173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.371
7174,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601
7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.461
7176,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.151
7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.101
7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.741
7179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.731
7180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.651
7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.201
7182,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.901
7183,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.311
7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.561
7185,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.121
7186,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.391
7187,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671
7188,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.771
7189,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.201
7190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.921
7191,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.151
7192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.681
7193,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.141
7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.141
7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.951
7196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251
7197,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.011
7198,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.671
7199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.641
7200,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.501
7201,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.181
7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.591
7203,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.291
7204,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.951
7205,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.531
7206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.881
7207,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.841
7208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601
7209,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.381
7210,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.211
7211,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.101
7212,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.241
7213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191
7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.331
7215,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.861
7216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.051
7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.981
7218,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.081
7219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301
7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.551
7221,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.041
7222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.061
7223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.891
7224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561
7225,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.731
7226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911
7227,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.991
7228,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.841
7229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.401
7230,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.161
7231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
7232,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.211
7233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.031
7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.341
7235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.291
7236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301
7237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.951
7238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.401
7239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.971
7240,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.301
7241,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291
7242,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.051
7243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.131
7244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.591
7245,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.361
7246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.801
7247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.741
7248,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.691
7249,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.581
7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.391
7251,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.461
7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.051
7253,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.631
7254,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.621
7255,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.021
7256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.431
7257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.991
7258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.241
7259,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.801
7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.731
7261,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.661
7262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261
7263,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6.271
7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.701
7265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.391
7266,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.341
7267,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.051
7268,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.231
7269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
7270,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.651
7271,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.001
7272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.731
7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.821
7274,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.291
7275,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.171
7276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.641
7277,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.421
7278,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.131
7279,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.381
7280,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.211
7281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.721
7282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.091
7283,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.901
7284,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.151
7285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.951
7286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.691
7287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.221
7288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671
7289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.441
7290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.631
7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.241
7292,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.541
7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.171
7294,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.171
7295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.411
7296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.231
7297,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.701
7298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.541
7299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.471
7300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.761
7301,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.101
7302,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.391
7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.091
7304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.611
7305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.951
7306,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.481
7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.031
7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.291
7309,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5.891
7310,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.201
7311,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.031
7312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121
7313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.291
7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.271
7315,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.461
7316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.451
7317,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161
7318,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.291
7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.141
7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.091
7321,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.001
7322,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.081
7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.711
7324,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.661
7325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.031
7326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.181
7327,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.561
7328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.221
7329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.341
7330,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.911
7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.011
7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.061
7333,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301
7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.611
7335,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.521
7336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.091
7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.181
7338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.411
7339,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.621
7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.311
7341,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.761
7342,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.931
7343,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.351
7344,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
7345,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.431
7346,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.211
7347,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291
7348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.161
7349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251
7350,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.541
7351,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.491
7352,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.711
7353,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.581
7354,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.401
7355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.501
7356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.431
7357,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461
7358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.631
7359,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.341
7360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.641
7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.981
7362,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841
7363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.981
7364,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.641
7365,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.271
7366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.121
7367,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.561
7368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.711
7369,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.331
7370,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561
7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.871
7372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.071
7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.731
7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.341
7375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.911
7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.231
7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.391
7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.911
7379,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.671
7380,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.511
7381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.111
7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.341
7383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.351
7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.501
7385,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.011
7386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.171
7387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.031
